"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-size-base 6"
"Jena Henry Booklover","5.0 颗星，最多 5 颗星","A Visit to the Celestial Kingdom","2021年6月18日 在美国审核","已确认购买","We know the China of today, but until recently, China was closed to the world. Edward Rutherford takes us to the China of the 19th century. The end of the Manchu Dynasty is near and the world of the Mandarins and Confucianism  is fading. China is plagued by Western countries wanting to trade with this secretive and closed country.Author Rutherford is one of my favorite authors because he uses regular people to bring the accurate history he presents to life. His sagas are long, which is wonderful, and his stories are beautifully told. The Opium War, Taiping Rebellion, and Boxer Rebellion allow us to get to know a Mandarin, a Chinese pirate, a beautiful peasant and her family, a British missionary family, a Manchu soldier, a British Opium trader, and best of all the witty and clever “palace person”, a eunuch named Lacquer Nail.Filled with adventure, romance, exciting battles and interesting diplomacy, this book, a “you are there” presentation of history, is a page-turner.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhF0OeNxdyHxar3H25NUZeh93a2LffJPQdc%252FOcCWS0vgqAAAAAGQvw%252FUAAAAB%26reviewId%3DRYUTLGWS9Y1Z8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","13 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF0OeNxdyHxar3H25NUZeh93a2LffJPQdc%2FOcCWS0vgqAAAAAGQvw%2FUAAAAB&reviewId=RYUTLGWS9Y1Z8","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"M.M. Kin","3.0 颗星，最多 5 颗星","Solid history research","2022年9月17日 在美国审核","已确认购买","Unfortunately, compared to Rutherfurd's other works, not as strong when it came to the storytelling aspect. There's plenty to learn about Chinese history here but it would have worked better if the story had been focused mostly if not entirely on Chinese characters and their families, but this novel has much of its story based on Europeans in China during the Opium Wars to the Boxer Rebellion.It's not a bad book, but not as solid as previous novels.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAYGK0t4ctg1TcR5G0pmhG0uV4JfwaJInHtE8F66UdNDAAAAAGQvw%252FUAAAAB%26reviewId%3DR1U2E38TXRULKM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAYGK0t4ctg1TcR5G0pmhG0uV4JfwaJInHtE8F66UdNDAAAAAGQvw%2FUAAAAB&reviewId=R1U2E38TXRULKM","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Joseph P. Loughran","4.0 颗星，最多 5 颗星","Another enjoyable historical novel by the author!","2021年11月12日 在美国审核","已确认购买","As an avid fan of the author’s previous works, I was not disappointed with long-awaited China. It was chock full of engaging storylines and well-defined characters. Also expected, the vivid descriptions of the towns and cities brought the book to life. Like all good books, it held my interest until the end. I learned some interesting facts about China and its complex culture. Such information is the hallmark of Rutherfurd novels. I recommend the book. Despite the praise, I thought the pace of the writing was a bit slow and the occasional change from third-person to first-person was unexpected, however, it only served to distract rather than annoy.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhD5KHuBpesMANZP%252FoehaEcD9E4YYgpKbGQZ7GY0M6VtBAAAAAGQvw%252FUAAAAB%26reviewId%3DR2G3Y1INRFRVV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD5KHuBpesMANZP%2FoehaEcD9E4YYgpKbGQZ7GY0M6VtBAAAAAGQvw%2FUAAAAB&reviewId=R2G3Y1INRFRVV","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Mike Jagd","5.0 颗星，最多 5 颗星","China pivots into a relevant nation.","2021年7月22日 在美国审核","已确认购买","This book differs from his others that I enjoyed--Sarum, London, Ruska etc... in that it focuses not on centuries of history but on a few decades that reflected upon past centuries and impacted future centuries.  Character development is not critical in historical fiction and in this book the characters are not particularly interesting--they serve to characterize politics and history, not to enhance your understanding of human nature.  However, the historical insight makes this book a must read--and, it's validity is enhanced by the author's carefully balanced East/West perspective--the western characters, policies, and actions are ambiguous at best and at times indefensible.  For me, this was a welcome balance.  This is not a lecture, it is not about Western or Eastern heroes--it IS an extremely intelligent insight into the second most pivotal era in China's long history.  A must read for anyone seeking a balanced perspective on China's pre-communism history.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBD9M86eKsOe5PTgIQN6iiSFTfRUUO7%252BLpq8gcIXVToAAAAAAGQvw%252FUAAAAB%26reviewId%3DRDN9OX74ZVFIW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBD9M86eKsOe5PTgIQN6iiSFTfRUUO7%2BLpq8gcIXVToAAAAAAGQvw%2FUAAAAB&reviewId=RDN9OX74ZVFIW","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Raul","5.0 颗星，最多 5 颗星","Loved this book","2022年8月29日 在美国审核","已确认购买","I wanted to learn about China and is history. My father, who is a great reader, recommended me this book and there after read Henry Kinssinger  on China. I should say his recommendations, as always, are to the point_Rutherfurd approach is fascinating. I 100% recommend this book","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGRZFf1fkuFIJGAOGAa9QvreV%252BbaN80TztoJ%252F34prSGTAAAAAGQvw%252FUAAAAB%26reviewId%3DR37KUUATWBLW1M&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGRZFf1fkuFIJGAOGAa9QvreV%2BbaN80TztoJ%2F34prSGTAAAAAGQvw%2FUAAAAB&reviewId=R37KUUATWBLW1M","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"EKS","5.0 颗星，最多 5 颗星","Rutherfurd is a Master of Historical Fiction","2021年7月17日 在美国审核","已确认购买","Rutherfurd has never disappointed before, and again, with China, he meets every expectation of one of the great writers of historical fiction. China is all we hope it will be; sweeping, multigenerational, tragic, triumphant, and as with all Rutherfurd novels, comes complete full circle. If I was alone in the world with a room full of his novels, I could live out my days in complete happiness. With China, your mind is captivated by many varied characters and stories as the hands of time turn. The reader is taken back, and moved forward as events unfold. We are always made more aware, more in tune to history with a Rutherfurd novel, and I am almost sad to end one with the completion of reading. If only it could go on endlessly. He is undisputedly a master of his trade and one of the greatest of the greats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNoPBZu6Yi7QA2m8A2kYnEfe6CiEJYdhiJrbXfTXTZ%252BSAAAAAGQvw%252FYAAAAB%26reviewId%3DR341T8VBFL3MNV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNoPBZu6Yi7QA2m8A2kYnEfe6CiEJYdhiJrbXfTXTZ%2BSAAAAAGQvw%2FYAAAAB&reviewId=R341T8VBFL3MNV","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Kindle Customer","5.0 颗星，最多 5 颗星","19th Century China","2022年8月25日 在美国审核","已确认购买","Excellent presentation of Opium trade, Commissioner Lin, and the first Opium War. Good insights into Chinese culture and British Colonialism. The Boxer presentation is less thorough, however. Some of the speculations concerning Dowager Empress Cici, are interesting but difficult to substantiate.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhI0I11vM1YUZAKcynUF2L5H6yofrQYsDihWmp3RUQ7VdAAAAAGQvw%252FYAAAAB%26reviewId%3DR22ZOO2K4X0JB7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI0I11vM1YUZAKcynUF2L5H6yofrQYsDihWmp3RUQ7VdAAAAAGQvw%2FYAAAAB&reviewId=R22ZOO2K4X0JB7","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Kindle Customer","4.0 颗星，最多 5 颗星","GREAT HISTORICAL INFORMATION ABOUT CHINESE HISTORY","2022年2月27日 在美国审核","已确认购买","I gave the author five stars for all his other books I’ve read; have only only one left to read. However, this book seemed to drag on and on.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCSdotFvJA44ju5ZuucPlNX%252BpcXG2R2XPYMY92PDp2SWAAAAAGQvw%252FYAAAAB%26reviewId%3DR1TAZWXTU5CS2R&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCSdotFvJA44ju5ZuucPlNX%2BpcXG2R2XPYMY92PDp2SWAAAAAGQvw%2FYAAAAB&reviewId=R1TAZWXTU5CS2R","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Jack Karolewski","4.0 颗星，最多 5 颗星","Wanted it to keep going! Always the sign of a great read...","2021年6月5日 在美国审核","已确认购买","A delightful entertainment! Like all good historical fiction, you will learn a lot, while also getting enticed by the plot and the interplay of characters. You will get the basics of the Opium War, the Taiping Rebellion, the Boxer Rebellion, and more. You’ll learn about the smoking of opium, the operation to turn an adult man into a eunuch to serve in the Forbidden City, and the strange binding of girl’s feet to cripple them into desirable ladies for the wealthy. John Trader, Shi-Rong, Lacquer Nail, Mr. Liu, and the (real) Empress Cixi all leave lasting impressions on the reader. Highly recommended!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhL8dCyRkS9ZO6LIqPM7yJkOqUsqVHbFfgTQUYxS8L%252F6cAAAAAGQvw%252FYAAAAB%26reviewId%3DR3MKWRFDXNZYE0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL8dCyRkS9ZO6LIqPM7yJkOqUsqVHbFfgTQUYxS8L%2F6cAAAAAGQvw%2FYAAAAB&reviewId=R3MKWRFDXNZYE0","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"J. Stewart","3.0 颗星，最多 5 颗星","Title is deceptive -- not an epic story of China","2021年7月6日 在美国审核","已确认购买","Given the pattern of Rutherford's previous books, it was deceptive to call this one China and imply it would be an epic historical fiction of China. The country has over 5,000 years of incredible history, but the book doesn't even bother with most of it, because apparently ""China"" didn't matter until the British showed up acting in the capacity of a drug cartel and invaded it to force the Chinese to continue to let the British cartel freely peddle addictive drugs on the Chinese. Not only is the choice of starting point and subsequent topics British-centric, but the same goes for the characters. By far the most attention is given to the British characters, with a handful of actual Chinese ones relegated to mostly supporting roles. The story itself and the characters are passably readable, but nothing special. This is not an epic story. It's very recent China through the eyes of an obvious Anglophile.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAJjAX1MrcuUOkz7VWw%252B3AzsDi0EK7Fr1eXWXh%252BKaWakAAAAAGQvw%252FYAAAAB%26reviewId%3DR3FF83RZPIO2QA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","48 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAJjAX1MrcuUOkz7VWw%2B3AzsDi0EK7Fr1eXWXh%2BKaWakAAAAAGQvw%2FYAAAAB&reviewId=R3FF83RZPIO2QA","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"baking nut","4.0 颗星，最多 5 颗星","China comes alive","2021年6月20日 在美国审核","已确认购买","Rutherford’s prior novels cover vast portions of history and the roles of people in succeeding generations.  This one is a bit different as it only covers about seventy years.  Those seventy years might have a bearing on China’s views about the West (particularly Great Britain) as they start with The Opium  War and Chinese humiliation lasting a century.  The characters are rich and varied  with  the portrayals of Mei-Ling and Lacquer Nail  worthy of being the subjects of a novel on their right.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKw1k%252F8NCUEkETJkdF7G%252BgNOd%252B6essuQfL%252F12yTQgIKVAAAAAGQvw%252FYAAAAB%26reviewId%3DR1LWTMBDP5AMTJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKw1k%2F8NCUEkETJkdF7G%2BgNOd%2B6essuQfL%2F12yTQgIKVAAAAAGQvw%2FYAAAAB&reviewId=R1LWTMBDP5AMTJ","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
